,State,Area_name,"Percent of adults with less than a high school diploma, 2016-20","Percent of adults with a high school diploma only, 2016-20","Percent of adults completing some college or associate's degree, 2016-20",Percent of adults with a bachelor's degree or higher 2016-20,PCTPOVALL_2020,Population 2020,Population 2021,Median_Household_Income_2020,Med_HH_Income_Percent_of_State_Total_2020,Unemployment_rate_2020,Average Precipitation,Average Temperature,rent
2618,TX,Burnet County,11.6,30.4,31.3,26.8,9.5,"49,130","50,954","63,813",96.6,4.8,3.05,67.6,9433.666666666666
2619,TX,Caldwell County,20.3,37.8,27.1,14.8,12.7,"45,883","46,791","66,128",100.1,6.5,3.34,69.6,15875.266666666666
2620,TX,Calhoun County,19.1,30.9,32.5,17.5,12.4,"20,106","19,727","58,470",88.5,5.8,3.9,72.1,9431.266666666666
2621,TX,Callahan County,11.4,34.8,31.3,22.4,12.2,"13,708","14,115","54,862",83.1,5.4,2.7,65.3,9028.066666666668
2622,TX,Cameron County,31.4,26.1,24.3,18.2,24.4,"421,017","423,029","44,440",67.3,10.1,2.8,75.6,7518.466666666666
2623,TX,Camp County,12.3,33.4,32.5,21.9,16.7,"12,464","12,616","43,130",65.3,7.4,3.61,65.3,7655.266666666666
2624,TX,Carson County,5.8,29.9,36.4,27.9,8.3,"5,807","5,746","66,597",100.8,4.2,1.71,58.5,9260.866666666667
2625,TX,Cass County,13.1,42.7,25.9,18.3,17.7,"28,454","28,560","50,595",76.6,7.9,3.47,65.2,7768.066666666667
2626,TX,Castro County,24.6,34.3,24.7,16.4,15.3,"7,371","7,374","55,139",83.5,3.6,1.7,57.9,7552.066666666667
2627,TX,Chambers County,10.3,26.6,40.7,22.5,9.3,"46,571","48,865","89,991",136.3,9.4,3.98,70.3,13408.066666666668
2628,TX,Cherokee County,19.1,31.5,31.9,17.4,16.7,"50,412","51,097","45,894",69.5,7.9,3.51,67.1,7144.066666666667
2629,TX,Childress County,15.8,37.7,27.7,18.8,21.4,"6,664","6,736","45,473",68.8,3.7,2.22,62.8,8108.866666666667
2630,TX,Clay County,9.1,34.9,32.5,23.6,11.1,"10,218","10,263","62,763",95.0,5.5,3.2,65.0,8720.866666666667
2631,TX,Cochran County,29.8,34.6,27.3,8.2,19.2,"2,547","2,516","44,584",67.5,7.1,1.57,58.9,7108.066666666667
2632,TX,Coke County,16.8,33.3,27.7,22.2,11.4,"3,285","3,321","51,050",77.3,5.5,2.42,65.1,7081.666666666667
2633,TX,Coleman County,13.5,36.1,33.5,16.9,16.0,"7,684","7,735","43,623",66.0,7.3,2.64,65.6,6920.866666666667
2634,TX,Collin County,6.1,14.5,26.2,53.2,6.2,"1,064,465","1,109,462","101,560",153.8,6.3,3.71,65.7,14728.066666666668
2635,TX,Collingsworth County,24.7,21.7,31.2,22.3,16.9,"2,652","2,615","47,885",72.5,4.2,2.22,61.3,7148.866666666667
2636,TX,Colorado County,15.7,38.1,27.2,19.1,12.7,"20,557","20,630","52,726",79.8,5.6,3.72,70.1,7768.066666666667
2637,TX,Comal County,6.3,25.4,30.3,37.9,7.5,"161,501","174,986","79,290",120.0,6.1,3.32,69.1,12186.466666666667
2638,TX,Comanche County,14.3,32.7,32.9,20.1,15.9,"13,594","13,775","47,282",71.6,5.5,2.93,65.9,7600.066666666667
2639,TX,Concho County,30.8,30.5,25.5,13.2,13.5,"3,303","3,341","47,412",71.8,4.5,2.49,65.5,10506.466666666667
2640,TX,Cooke County,12.6,30.8,34.8,21.8,11.3,"41,668","42,244","66,323",100.4,7.1,3.57,65.2,8531.266666666666
2641,TX,Coryell County,11.2,27.8,44.1,16.9,12.7,"83,093","84,232","58,398",88.4,6.6,3.01,67.2,8910.466666666667
2642,TX,Cottle County,18.9,27.1,35.1,18.9,17.9,"1,380","1,381","44,430",67.3,5.0,2.3,63.5,8864.866666666667
2643,TX,Crane County,23.1,36.6,26.9,13.3,9.0,"4,675","4,680","67,547",102.3,13.6,1.48,65.8,7472.866666666667
2644,TX,Crockett County,21.4,47.5,21.5,9.7,12.4,"3,098","3,068","54,458",82.5,8.9,1.99,65.7,7472.866666666667
2645,TX,Crosby County,23.8,32.8,28.6,14.9,19.8,"5,133","5,106","42,804",64.8,5.3,2.04,61.5,10487.266666666666
2646,TX,Culberson County,34.6,32.3,16.6,16.5,18.6,"2,188","2,193","47,479",71.9,6.6,1.12,61.9,7400.866666666667
2647,TX,Dallam County,31.9,28.5,22.6,17.0,11.1,"7,115","7,172","55,253",83.7,2.8,1.23,55.9,8692.066666666668
2648,TX,Dallas County,19.7,22.6,25.3,32.5,13.7,"2,613,539","2,586,050","65,770",99.6,7.8,3.5,67.1,14728.066666666668
2649,TX,Dawson County,28.4,33.7,23.5,14.5,18.7,"12,456","12,413","47,233",71.5,8.7,1.75,63.1,7602.466666666666
2650,TX,Deaf Smith County,27.3,37.8,22.9,12.0,15.5,"18,583","18,329","51,412",77.8,3.6,1.57,57.1,8180.866666666667
2651,TX,Delta County,12.6,33.9,31.9,21.6,14.3,"5,230","5,392","50,456",76.4,5.5,3.73,65.1,7156.066666666667
2652,TX,Denton County,7.2,17.6,29.4,45.8,6.9,"906,422","941,647","90,880",137.6,6.4,3.46,66.3,14728.066666666668
2653,TX,DeWitt County,17.2,40.0,30.6,12.2,20.5,"19,824","19,918","53,899",81.6,6.1,3.37,71.0,7576.066666666667
2654,TX,Dickens County,19.8,33.3,28.2,18.6,18.9,"1,770","1,740","42,034",63.6,6.3,2.25,63.1,7405.666666666667
2655,TX,Dimmit County,32.2,30.5,22.4,14.8,25.5,"8,615","8,473","42,788",64.8,6.4,2.22,72.2,7964.866666666667
2656,TX,Donley County,10.5,29.5,41.9,18.1,16.3,"3,258","3,268","57,526",87.1,4.4,1.99,60.2,7444.066666666667
2657,TX,Duval County,29.6,30.4,30.9,9.2,20.0,"9,831","9,756","40,601",61.5,12.2,2.22,72.6,7208.866666666667
2658,TX,Eastland County,14.8,31.0,34.9,19.2,17.0,"17,725","17,864","50,317",76.2,6.7,2.84,65.3,6762.466666666666
2659,TX,Ector County,23.4,30.2,29.8,16.6,13.6,"165,171","161,091","62,669",94.9,11.0,1.5,64.0,13420.066666666668
2660,TX,Edwards County,23.1,28.7,29.9,18.2,19.1,"1,422","1,438","45,330",68.6,3.5,2.52,66.4,7964.866666666667
2661,TX,Ellis County,13.4,27.4,33.9,25.3,7.9,"192,455","202,678","79,849",120.9,6.0,3.38,67.5,14728.066666666668
2662,TX,El Paso County,21.0,23.2,31.8,24.0,17.6,"865,657","867,947","48,522",73.5,8.3,0.82,63.3,9625.666666666666
2663,TX,Erath County,12.8,25.9,28.3,33.0,12.6,"42,545","43,378","61,453",93.0,5.7,3.02,65.9,8744.866666666667
2664,TX,Falls County,22.6,34.9,30.1,12.4,20.0,"16,968","17,313","44,590",67.5,6.1,3.34,67.8,7168.066666666667
2665,TX,Fannin County,14.4,36.0,31.6,17.9,15.4,"35,662","36,569","59,746",90.5,4.7,3.65,64.8,8068.066666666667
2666,TX,Fayette County,10.9,39.5,27.3,22.3,9.4,"24,435","24,687","63,713",96.5,4.7,3.54,69.9,8123.266666666666
2667,TX,Fisher County,11.1,35.2,33.4,20.3,13.3,"3,672","3,706","52,828",80.0,4.5,2.24,64.4,7292.866666666667
2668,TX,Floyd County,24.8,29.6,29.8,15.7,17.7,"5,402","5,350","44,256",67.0,6.2,1.95,60.2,7124.866666666667
2669,TX,Foard County,18.8,28.8,39.7,12.8,16.8,"1,095","1,080","40,955",62.0,4.0,2.57,64.1,7964.866666666667
2670,TX,Fort Bend County,9.2,17.8,26.4,46.5,7.4,"822,779","858,527","97,210",147.2,7.6,3.81,70.5,13408.066666666668
2671,TX,Franklin County,9.4,25.0,35.3,30.3,12.9,"10,359","10,464","58,927",89.2,5.4,3.6,65.2,7499.266666666666
2672,TX,Freestone County,18.2,31.8,35.2,14.8,13.3,"19,435","19,774","54,502",82.5,8.3,3.57,67.6,7883.266666666666
2673,TX,Frio County,35.1,33.7,23.0,8.2,22.3,"18,385","18,436","47,007",71.2,5.7,2.44,71.4,7746.466666666666
2674,TX,Gaines County,38.2,32.3,19.0,10.4,11.1,"21,598","21,895","63,528",96.2,5.6,1.61,61.9,7835.266666666666
2675,TX,Galveston County,10.4,24.6,32.9,32.1,9.9,"350,682","355,062","78,465",118.8,8.8,3.95,71.3,13408.066666666668
2676,TX,Garza County,35.0,31.4,21.3,12.3,20.6,"5,816","5,863","50,934",77.1,6.8,1.98,63.5,7835.266666666666
2677,TX,Gillespie County,10.3,30.0,25.6,34.1,9.2,"26,725","27,297","64,365",97.5,4.8,3.0,66.3,11000.866666666667
2678,TX,Glasscock County,30.7,22.8,21.1,25.5,7.3,"1,116","1,149","85,001",128.7,3.6,1.81,64.3,7964.866666666667
2679,TX,Goliad County,17.7,25.2,41.1,15.9,13.2,"7,012","7,163","54,970",83.2,7.8,3.29,71.7,10436.866666666667
2680,TX,Gonzales County,23.8,43.5,20.2,12.4,14.3,"19,653","19,641","55,363",83.8,5.4,3.31,70.5,7427.266666666666
2681,TX,Gray County,20.3,32.1,32.5,15.1,14.2,"21,227","21,030","54,141",82.0,8.1,1.87,59.0,8046.466666666666
2682,TX,Grayson County,10.4,30.0,39.1,20.6,13.6,"135,543","139,336","59,554",90.2,5.9,3.62,65.2,9896.866666666667
2683,TX,Gregg County,15.4,28.0,35.5,21.2,18.1,"124,239","124,201","51,394",77.8,8.3,3.48,66.4,10266.466666666667
2684,TX,Grimes County,18.8,34.1,28.9,18.3,15.3,"29,268","30,287","57,795",87.5,8.1,3.7,68.8,7357.666666666667
2685,TX,Guadalupe County,11.2,30.7,30.1,28.0,8.5,"172,706","177,036","78,909",119.5,6.1,3.33,70.1,12186.466666666667
2686,TX,Hale County,25.1,33.0,24.8,17.2,17.6,"32,522","32,220","46,589",70.5,6.8,1.8,59.4,7580.866666666667
2687,TX,Hall County,18.9,34.6,28.2,18.3,18.6,"2,825","2,845","36,654",55.5,5.8,2.0,62.2,7499.266666666666
2688,TX,Hamilton County,12.9,35.5,31.0,20.6,14.7,"8,222","8,229","52,840",80.0,4.6,2.98,66.4,7439.266666666666
2689,TX,Hansford County,28.5,27.4,20.8,23.2,10.7,"5,285","5,159","61,059",92.4,3.5,1.44,58.4,7645.666666666667
2690,TX,Hardeman County,18.5,30.4,34.8,16.3,15.0,"3,549","3,552","63,479",96.1,4.4,2.53,63.5,7208.866666666667
2691,TX,Hardin County,11.3,39.6,31.1,18.1,10.4,"56,231","56,973","69,151",104.7,8.9,4.09,68.3,9954.466666666667
2692,TX,Harris County,18.2,22.8,26.8,32.3,15.9,"4,731,145","4,728,030","61,906",93.7,9.0,3.93,70.3,13408.066666666668
2693,TX,Harrison County,13.6,31.8,34.3,20.3,15.6,"68,839","69,150","55,198",83.6,7.9,3.43,66.3,8327.266666666666
2694,TX,Hartley County,15.8,37.9,25.2,21.1,9.5,"5,382","5,397","74,686",113.1,2.0,1.31,56.8,9049.666666666666
2695,TX,Haskell County,25.9,33.7,23.8,16.7,20.0,"5,416","5,411","44,847",67.9,4.3,2.56,65.0,7278.466666666666
2696,TX,Hays County,9.6,22.8,29.0,38.6,9.6,"241,067","255,397","77,511",117.4,6.3,3.37,68.6,15875.266666666666
2697,TX,Hemphill County,17.7,36.5,25.1,20.6,9.5,"3,382","3,271","65,718",99.5,4.6,1.89,59.4,8437.666666666666
2698,TX,Henderson County,15.1,33.5,33.1,18.3,14.2,"82,150","83,667","52,660",79.7,6.4,3.69,66.8,8908.066666666668
2699,TX,Hidalgo County,33.1,23.9,23.8,19.3,23.9,"870,781","880,356","46,653",70.6,11.7,2.33,75.3,7741.666666666667
2700,TX,Hill County,15.5,34.2,32.8,17.5,14.0,"35,874","36,471","56,565",85.6,6.3,3.16,67.6,7501.666666666667
2701,TX,Hockley County,24.4,28.2,31.8,15.7,12.9,"21,537","21,363","55,469",84.0,8.0,1.7,59.8,7729.666666666667
2702,TX,Hood County,9.0,29.5,32.2,29.3,9.4,"61,598","64,222","85,449",129.4,6.6,3.08,66.7,11574.466666666667
2703,TX,Hopkins County,15.1,34.3,29.2,21.3,12.7,"36,787","37,211","53,634",81.2,5.1,3.7,65.3,8022.466666666666
2704,TX,Houston County,18.8,36.4,29.3,15.6,20.0,"22,066","22,241","45,989",69.6,5.2,3.47,67.9,6916.066666666667
2705,TX,Howard County,19.9,34.7,32.1,13.4,15.7,"34,860","34,128","58,445",88.5,8.1,1.75,64.7,9330.466666666667
2706,TX,Hudspeth County,43.5,31.3,15.3,9.9,24.2,"3,202","3,287","40,666",61.6,8.1,0.96,61.6,9642.466666666667
2707,TX,Hunt County,14.4,34.6,30.6,20.4,12.6,"99,956","103,394","53,760",81.4,6.6,3.74,65.4,14728.066666666668
2708,TX,Hutchinson County,13.8,33.7,37.1,15.4,12.1,"20,617","20,495","62,536",94.7,7.2,1.58,59.5,8406.466666666667
2709,TX,Irion County,5.9,38.7,34.9,20.5,6.9,"1,513","1,552","73,776",111.7,6.0,2.13,64.9,10909.666666666666
2710,TX,Jack County,18.9,38.2,28.5,14.5,13.6,"8,472","8,712","56,028",84.8,7.0,3.11,65.0,8879.266666666666
2711,TX,Jackson County,18.6,33.1,32.9,15.4,12.7,"14,988","15,121","56,101",84.9,5.8,3.92,71.0,8824.066666666668
2712,TX,Jasper County,15.0,44.9,26.8,13.3,17.3,"32,980","32,975","51,153",77.4,11.2,3.67,67.3,7868.866666666667
2713,TX,Jeff Davis County,19.3,15.4,35.4,29.9,22.2,"1,996","1,949","55,718",84.4,5.1,1.31,61.2,11886.466666666667
2714,TX,Jefferson County,16.1,32.1,32.6,19.3,18.3,"256,526","253,704","48,808",73.9,12.0,3.95,69.8,9954.466666666667
2715,TX,Jim Hogg County,25.5,41.2,20.1,13.2,20.1,"4,838","4,801","41,620",63.0,9.6,2.01,73.5,7542.466666666666
2716,TX,Jim Wells County,21.8,35.2,26.8,16.2,20.1,"38,891","38,847","48,773",73.8,13.0,2.56,73.0,8408.866666666667
2717,TX,Johnson County,14.2,35.8,30.4,19.5,9.5,"179,927","187,280","67,382",102.0,6.5,3.18,66.9,12877.666666666666
2718,TX,Jones County,21.0,38.2,29.0,11.8,19.5,"19,663","19,873","47,019",71.2,7.1,2.47,65.2,9028.066666666668
2719,TX,Karnes County,24.3,36.3,23.6,15.9,17.5,"14,710","14,754","56,006",84.8,6.3,2.89,71.4,7998.466666666666
2720,TX,Kaufman County,14.2,33.1,32.6,20.2,9.2,"145,310","157,768","76,352",115.6,6.4,3.73,67.0,14728.066666666668
2721,TX,Kendall County,5.9,19.2,29.6,45.3,6.7,"44,279","46,788","103,216",156.3,5.1,3.24,67.6,14752.066666666668
2722,TX,Kenedy County,78.1,14.4,5.9,1.5,10.8,350,340,"45,980",69.6,5.6,2.64,74.2,7964.866666666667
2723,TX,Kent County,6.5,25.7,34.9,32.8,11.3,753,749,"53,472",81.0,3.9,2.17,64.2,7472.866666666667
2724,TX,Kerr County,10.7,28.3,32.9,28.2,11.6,"52,598","53,161","57,425",86.9,5.8,3.09,65.9,9268.066666666668
2725,TX,Kimble County,16.3,30.6,28.4,24.7,15.7,"4,286","4,365","47,894",72.5,5.0,2.62,65.3,8168.866666666667
2726,TX,King County,21.6,51.4,13.5,13.5,12.4,265,258,"78,210",118.4,1.7,2.39,64.2,11267.266666666666
2727,TX,Kinney County,19.0,27.9,34.4,18.8,17.9,"3,129","3,130","62,557",94.7,5.9,2.38,70.2,8569.666666666666
2728,TX,Kleberg County,20.9,27.8,27.0,24.3,20.8,"31,040","30,635","51,574",78.1,8.5,2.68,73.6,8977.666666666666
2729,TX,Knox County,19.3,30.6,31.2,18.8,16.3,"3,353","3,351","46,053",69.7,5.6,2.59,64.7,7148.866666666667
2730,TX,Lamar County,13.9,33.5,33.9,18.7,19.6,"50,088","50,098","44,688",67.7,6.4,3.77,64.7,8252.866666666667
2731,TX,Lamb County,24.2,35.1,28.2,12.6,17.6,"13,045","12,898","48,123",72.9,5.2,1.67,58.8,7004.866666666667
2732,TX,Lampasas County,10.1,29.3,42.2,18.4,10.0,"21,627","22,252","69,051",104.5,5.4,2.88,66.9,7996.066666666667
2733,TX,La Salle County,35.3,44.4,13.5,6.7,24.0,"6,664","6,670","45,647",69.1,6.7,2.14,72.6,8149.666666666667
2734,TX,Lavaca County,13.8,40.7,27.6,17.9,10.6,"20,337","20,544","57,999",87.8,5.2,3.54,70.4,7703.266666666666
2735,TX,Lee County,17.0,36.6,32.4,14.0,10.6,"17,478","17,706","61,444",93.0,4.9,3.45,69.0,8953.666666666666
2736,TX,Leon County,18.1,39.0,27.9,15.0,13.8,"15,719","15,959","52,878",80.1,7.8,3.59,67.9,7235.266666666666
2737,TX,Liberty County,21.8,39.1,29.3,9.9,14.4,"91,628","97,621","61,230",92.7,10.4,4.07,69.2,13408.066666666668
2738,TX,Limestone County,16.8,35.3,31.3,16.7,16.8,"22,146","22,119","53,143",80.5,7.1,3.52,67.6,8048.866666666667
2739,TX,Lipscomb County,17.4,29.8,29.1,23.6,11.3,"3,059","2,931","67,775",102.6,4.2,1.75,58.8,7218.466666666666
2740,TX,Live Oak County,22.4,35.7,30.9,11.1,17.0,"11,335","11,377","54,031",81.8,7.5,2.6,72.4,7782.466666666666
2741,TX,Llano County,13.5,26.8,33.8,25.9,10.9,"21,243","21,978","60,706",91.9,5.7,2.85,67.3,8588.866666666667
2742,TX,Loving County,3.4,14.8,81.8,0.0,3.9,64,57,"97,491",147.6,1.7,1.27,64.2,7964.866666666667
2743,TX,Lubbock County,12.8,25.1,30.1,32.0,15.8,"310,639","314,451","56,477",85.5,5.7,1.78,60.4,10487.266666666666
2744,TX,Lynn County,21.3,29.5,28.5,20.7,14.4,"5,596","5,688","51,003",77.2,5.5,1.81,61.9,8029.666666666667
2745,TX,McCulloch County,19.6,31.3,31.3,17.7,16.2,"7,630","7,533","47,617",72.1,7.5,2.59,65.8,7784.866666666667
2746,TX,McLennan County,14.6,27.7,32.7,25.0,17.0,"260,579","263,115","55,148",83.5,6.2,3.13,67.6,9092.866666666667
2747,TX,McMullen County,11.1,45.7,28.5,14.8,9.7,600,608,"45,927",69.5,2.8,2.16,72.5,7964.866666666667
2748,TX,Madison County,18.8,38.9,28.5,13.8,17.4,"13,455","13,718","58,674",88.8,7.2,3.57,68.3,8171.266666666666
2749,TX,Marion County,13.9,39.8,29.7,16.7,20.0,"9,725","9,645","42,024",63.6,8.3,3.44,65.9,7612.066666666667
2750,TX,Martin County,21.1,34.2,25.3,19.4,11.1,"5,237","5,211","73,367",111.1,6.1,1.66,64.0,7139.266666666666
2751,TX,Mason County,14.5,18.6,31.9,35.0,9.8,"3,953","3,943","63,120",95.6,5.5,2.74,66.2,10931.266666666666
2752,TX,Matagorda County,17.9,29.9,32.7,19.5,17.3,"36,255","36,344","52,241",79.1,10.5,4.03,71.2,8231.266666666666
2753,TX,Maverick County,38.5,24.0,21.8,15.7,20.0,"57,887","58,056","41,324",62.6,15.1,2.14,71.8,7276.066666666667
2754,TX,Medina County,15.6,31.8,32.3,20.3,11.2,"50,748","51,981","62,600",94.8,6.3,2.88,69.9,8872.066666666668
2755,TX,Menard County,16.5,29.6,27.1,26.7,19.1,"1,962","1,982","41,477",62.8,5.1,2.6,64.8,7283.266666666666
2756,TX,Midland County,15.9,26.1,30.6,27.4,9.7,"169,983","167,969","92,117",139.5,8.0,1.62,64.4,15316.066666666668
2757,TX,Milam County,16.4,39.3,29.2,15.1,17.4,"24,754","25,106","49,961",75.6,7.2,3.35,68.3,7564.066666666667
2758,TX,Mills County,17.2,33.5,28.2,21.1,14.4,"4,456","4,480","49,089",74.3,4.1,2.9,66.2,7148.866666666667
2759,TX,Mitchell County,15.2,45.1,27.5,12.1,18.7,"8,990","9,070","46,156",69.9,7.9,2.06,64.6,7081.666666666667
2760,TX,Montague County,13.3,35.7,33.5,17.4,12.4,"19,965","20,409","56,012",84.8,6.6,3.42,64.9,9280.066666666668
2761,TX,Montgomery County,10.8,23.3,30.9,34.9,8.2,"620,443","648,886","85,348",129.2,7.5,3.82,69.2,13408.066666666668
2762,TX,Moore County,34.6,27.1,24.1,14.2,10.6,"21,358","21,118","53,341",80.8,3.7,1.4,58.3,7856.866666666667
2763,TX,Morris County,8.9,43.1,33.8,14.1,17.0,"11,973","12,030","45,122",68.3,11.2,3.6,65.2,7796.866666666667
2764,TX,Motley County,11.3,36.8,35.2,16.7,16.3,"1,063","1,067","46,712",70.7,4.4,2.09,62.5,7276.066666666667
2765,TX,Nacogdoches County,16.3,28.8,30.4,24.4,19.5,"64,653","64,668","49,375",74.8,6.6,3.33,67.0,9152.866666666667
2766,TX,Navarro County,20.0,30.1,32.9,17.0,14.8,"52,624","53,591","50,778",76.9,6.2,3.51,67.6,8552.866666666667
2767,TX,Newton County,18.7,43.0,29.5,8.8,21.3,"12,217","12,241","45,769",69.3,11.1,3.58,67.2,7228.066666666667
2768,TX,Nolan County,17.4,34.5,33.0,15.1,17.2,"14,738","14,597","41,720",63.2,5.4,2.43,64.1,7468.066666666667
2769,TX,Nueces County,16.2,29.3,32.9,21.7,17.5,"353,178","353,079","55,727",84.4,8.9,2.93,73.3,12889.666666666666
2770,TX,Ochiltree County,25.7,33.2,24.4,16.7,9.2,"10,015","9,782","71,477",108.2,5.8,1.57,58.7,8056.066666666667
2771,TX,Oldham County,8.3,30.9,33.9,26.8,14.0,"1,758","1,717","61,013",92.4,3.9,1.42,57.9,10484.866666666667
2772,TX,Orange County,11.6,36.8,35.6,16.0,15.1,"84,808","84,742","61,323",92.8,10.6,3.95,69.0,9954.466666666667
2773,TX,Palo Pinto County,12.3,35.4,34.3,18.1,13.9,"28,409","28,686","59,450",90.0,7.0,2.97,65.8,8572.066666666668
2774,TX,Panola County,16.0,31.2,37.3,15.6,15.3,"22,491","22,675","51,936",78.6,8.4,3.39,66.6,7504.066666666667
2775,TX,Parker County,11.0,28.1,34.2,26.7,8.0,"148,222","156,764","88,617",134.2,5.8,3.21,66.1,12877.666666666666
2776,TX,Parmer County,25.9,30.3,28.8,15.1,12.2,"9,869","9,813","61,989",93.9,2.6,1.55,57.2,7844.866666666667
2777,TX,Pecos County,27.5,35.9,25.1,11.6,16.5,"15,193","15,118","52,792",79.9,8.3,1.43,64.7,9395.266666666666
2778,TX,Polk County,18.1,37.4,30.2,14.3,15.0,"50,123","51,899","47,535",72.0,8.8,3.8,68.1,7792.066666666667
2779,TX,Potter County,22.8,32.5,29.3,15.4,20.8,"118,525","116,547","45,903",69.5,5.5,1.56,58.6,9260.866666666667
2780,TX,Presidio County,51.5,10.9,18.2,19.5,19.4,"6,131","6,140","39,967",60.5,14.8,1.16,64.6,7472.866666666667
2781,TX,Rains County,17.0,37.7,30.1,15.3,13.6,"12,164","12,509","59,195",89.6,4.7,3.78,65.7,7542.466666666666
2782,TX,Randall County,7.0,24.2,37.8,30.9,9.6,"140,753","143,854","71,041",107.6,4.5,1.71,58.1,9260.866666666667
2783,TX,Reagan County,17.4,43.1,27.9,11.7,8.3,"3,385","3,253","66,711",101.0,9.8,1.89,64.6,7950.466666666666
2784,TX,Real County,12.1,35.3,35.8,16.8,16.4,"2,758","2,826","43,076",65.2,6.5,3.0,66.7,8197.666666666666
2785,TX,Red River County,11.0,39.5,33.8,15.7,15.7,"11,587","11,555","46,727",70.7,6.4,3.79,64.2,7081.666666666667
2786,TX,Reeves County,30.6,36.2,22.6,10.6,19.0,"14,748","14,487","64,863",98.2,7.2,1.18,64.4,7710.466666666666
2787,TX,Refugio County,17.4,41.0,30.6,11.1,15.3,"6,741","6,756","48,433",73.3,8.2,3.43,72.4,7972.066666666667
2788,TX,Roberts County,7.3,33.3,35.5,23.9,6.4,827,797,"69,927",105.9,4.5,1.7,59.3,7964.866666666667
2789,TX,Robertson County,15.3,37.4,28.9,18.4,14.2,"16,757","16,958","55,218",83.6,6.4,3.55,68.2,10972.066666666668
2790,TX,Rockwall County,7.0,17.6,32.6,42.9,4.8,"107,819","116,381","106,225",160.8,5.9,3.77,66.3,14728.066666666668
2791,TX,Runnels County,18.9,35.1,29.4,16.6,14.3,"9,900","9,943","50,972",77.2,4.9,2.55,65.5,6762.466666666666
2792,TX,Rusk County,17.4,32.2,34.5,15.9,14.2,"52,214","52,743","56,954",86.2,7.3,3.47,66.7,8190.466666666666
2793,TX,Sabine County,14.3,35.2,33.2,17.4,16.0,"9,894","10,039","51,046",77.3,10.8,3.29,66.4,7081.666666666667
2794,TX,San Augustine County,18.0,41.8,26.2,14.0,19.6,"7,918","7,922","45,781",69.3,9.6,3.29,66.8,7549.666666666667
2795,TX,San Jacinto County,14.5,42.5,27.8,15.2,16.1,"27,402","27,878","51,575",78.1,8.1,3.88,68.7,7033.666666666667
2796,TX,San Patricio County,18.6,32.8,32.8,15.9,14.8,"68,755","69,699","56,944",86.2,10.2,3.15,73.1,12889.666666666666
2797,TX,San Saba County,19.2,37.0,26.5,17.4,17.4,"5,730","5,827","48,349",73.2,5.2,2.74,66.5,7405.666666666667
2798,TX,Schleicher County,20.8,28.2,35.0,16.1,13.2,"2,451","2,429","54,471",82.5,6.9,2.42,64.6,7225.666666666667
2799,TX,Scurry County,19.8,33.0,31.1,16.1,13.8,"16,932","16,824","57,158",86.5,8.2,2.11,64.0,9733.666666666666
2800,TX,Shackelford County,12.0,20.5,34.9,32.6,12.5,"3,105","3,212","64,931",98.3,5.3,2.63,65.5,7643.266666666666
2801,TX,Shelby County,22.0,34.5,29.4,14.0,18.0,"24,022","23,939","41,194",62.4,6.8,3.27,66.5,7072.066666666667
2802,TX,Sherman County,25.6,24.6,31.3,18.5,11.3,"2,782","2,798","66,408",100.5,3.1,1.32,57.5,7117.666666666667
2803,TX,Smith County,12.9,23.5,36.5,27.0,12.7,"233,479","237,186","60,735",92.0,6.8,3.57,66.2,10199.266666666666
2804,TX,Somervell County,8.2,34.7,28.3,28.9,8.3,"9,205","9,469","67,984",102.9,6.5,3.0,66.9,9388.066666666668
2805,TX,Starr County,42.4,26.5,20.2,10.9,25.2,"65,920","66,049","35,716",54.1,17.5,1.92,74.7,7141.666666666667
2806,TX,Stephens County,20.2,33.0,31.1,15.7,15.6,"9,101","9,173","48,911",74.1,6.1,2.7,65.3,7432.066666666667
2807,TX,Sterling County,10.9,48.7,22.0,18.4,10.2,"1,372","1,381","68,435",103.6,6.5,2.09,64.6,7964.866666666667
2808,TX,Stonewall County,18.4,40.1,29.1,12.5,14.3,"1,245","1,217","59,802",90.5,5.1,2.36,64.7,7964.866666666667
2809,TX,Sutton County,24.7,32.6,24.4,18.4,11.7,"3,372","3,319","64,612",97.8,9.9,2.43,65.1,7600.066666666667
2810,TX,Swisher County,24.8,35.2,24.1,15.9,19.6,"6,971","7,008","39,897",60.4,5.2,1.78,58.8,7132.066666666667
2811,TX,Tarrant County,13.5,23.9,30.0,32.6,10.5,"2,110,640","2,126,477","72,064",109.1,7.4,3.27,67.0,12877.666666666666
2812,TX,Taylor County,10.5,30.5,32.1,26.8,12.2,"143,208","143,326","52,974",80.2,5.5,2.5,65.0,9028.066666666668
2813,TX,Terrell County,14.8,22.5,40.2,22.6,14.0,760,724,"42,849",64.9,4.5,1.46,66.8,9121.666666666666
2814,TX,Terry County,30.3,30.3,27.9,11.6,18.5,"11,831","11,754","47,292",71.6,7.3,1.72,61.2,7235.266666666666
2815,TX,Throckmorton County,13.0,37.4,27.3,22.3,13.5,"1,440","1,495","46,820",70.9,4.7,2.68,65.1,7472.866666666667
2816,TX,Titus County,21.8,35.5,26.0,16.8,14.3,"31,247","31,183","52,973",80.2,6.7,3.63,64.9,7585.666666666667
2817,TX,Tom Green County,13.6,29.1,32.3,25.0,12.0,"120,003","119,411","55,990",84.8,6.3,2.34,65.5,10909.666666666666
