,State,Area_name,Latitude,Longitude
1704,NE,Kearney,+40.506269°,–98.948461°
1705,NE,Keith,+41.194404°,–101.644474°
1706,NE,Keya Paha,+42.875480°,–99.718351°
1707,NE,Kimball,+41.199155°,–103.711105°
1708,NE,Knox,+42.634405°,–97.891349°
1709,NE,Lancaster,+40.783547°,–96.688658°
1710,NE,Lincoln,+41.050322°,–100.744481°
1711,NE,Logan,+41.542156°,–100.443665°
1712,NE,Loup,+41.897714°,–99.509764°
1713,NE,McPherson,+41.596473°,–101.060237°
1714,NE,Madison,+41.909929°,–97.606856°
1715,NE,Merrick,+41.169801°,–98.031051°
1716,NE,Morrill,+41.732205°,–102.990599°
1717,NE,Nance,+41.402386°,–97.991408°
1718,NE,Nemaha,+40.387448°,–95.850954°
1719,NE,Nuckolls,+40.176492°,–98.046842°
1720,NE,Otoe,+40.637992°,–96.131027°
1721,NE,Pawnee,+40.137850°,–96.245225°
1722,NE,Perkins,+40.856065°,–101.636443°
1723,NE,Phelps,+40.516365°,–99.406557°
1724,NE,Pierce,+42.271413°,–97.610992°
1725,NE,Platte,+41.576866°,–97.513467°
1726,NE,Polk,+41.187925°,–97.570663°
1727,NE,Red Willow,+40.169420°,–100.468576°
1728,NE,Richardson,+40.123743°,–95.718603°
1729,NE,Rock,+42.413325°,–99.458530°
1730,NE,Saline,+40.516802°,–97.131755°
1731,NE,Sarpy,+41.115064°,–96.109125°
1732,NE,Saunders,+41.223152°,–96.640923°
1733,NE,Scotts Bluff,+41.851589°,–103.705860°
1734,NE,Seward,+40.871944°,–97.140383°
1735,NE,Sheridan,+42.507074°,–102.389698°
1736,NE,Sherman,+41.218743°,–98.972849°
1737,NE,Sioux,+42.483806°,–103.742605°
1738,NE,Stanton,+41.904793°,–97.174724°
1739,NE,Thayer,+40.173845°,–97.596263°
1740,NE,Thomas,+41.848620°,–100.506911°
1741,NE,Thurston,+42.154061°,–96.533943°
1742,NE,Valley,+41.564094°,–98.983484°
1743,NE,Washington,+41.533979°,–96.224574°
1744,NE,Wayne,+42.210746°,–97.126243°
1745,NE,Webster,+40.180646°,–98.498590°
1746,NE,Wheeler,+41.937859°,–98.522289°
1747,NE,York,+40.873056°,–97.596742°
1748,NV,Churchill,+39.525701°,–118.270419°
1749,NV,Clark,+36.214236°,–115.013819°
1750,NV,Douglas,+38.905129°,–119.609019°
1751,NV,Elko,+41.141133°,–115.351424°
1752,NV,Esmeralda,+37.778966°,–117.632382°
1753,NV,Eureka,+39.977788°,–116.272208°
1754,NV,Humboldt,+41.407914°,–118.127592°
1755,NV,Lander,+39.900211°,–117.047240°
1756,NV,Lincoln,+37.634605°,–114.863037°
1757,NV,Lyon,+39.022214°,–119.197417°
1758,NV,Mineral,+38.516647°,–118.416279°
1759,NV,Nye,+37.966379°,–116.459047°
1760,NV,Pershing,+40.439639°,–118.409477°
1761,NV,Storey,+39.438385°,–119.524646°
1762,NV,Washoe,+40.703311°,–119.710315°
1763,NV,White Pine,+39.417804°,–114.900945°
1764,NV,Carson City [9],+39.153447°,–119.743442°
1765,NH,Belknap,+43.519109°,–71.425366°
1766,NH,Carroll,+43.867567°,–71.201665°
1767,NH,Cheshire,+42.925455°,–72.248217°
1768,NH,Coos,+44.652419°,–71.289383°
1769,NH,Grafton,+43.926488°,–71.842264°
1770,NH,Hillsborough,+42.911643°,–71.723101°
1771,NH,Merrimack,+43.299485°,–71.680130°
1772,NH,Rockingham,+42.989360°,–71.099437°
1773,NH,Strafford,+43.293177°,–71.035927°
1774,NH,Sullivan,+43.361188°,–72.222084°
1775,NJ,Atlantic,+39.469354°,–74.633758°
1776,NJ,Bergen,+40.959090°,–74.074522°
1777,NJ,Burlington,+39.875786°,–74.663006°
1778,NJ,Camden,+39.802352°,–74.961251°
1779,NJ,Cape May,+39.086143°,–74.847716°
1780,NJ,Cumberland,+39.328387°,–75.121644°
1781,NJ,Essex,+40.787217°,–74.246136°
1782,NJ,Gloucester,+39.721019°,–75.143708°
1783,NJ,Hudson,+40.731384°,–74.078627°
1784,NJ,Hunterdon,+40.565283°,–74.911970°
1785,NJ,Mercer,+40.282503°,–74.703724°
1786,NJ,Middlesex,+40.439593°,–74.407585°
1787,NJ,Monmouth,+40.287056°,–74.152446°
1788,NJ,Morris,+40.858581°,–74.547427°
1789,NJ,Ocean,+39.865850°,–74.263027°
1790,NJ,Passaic,+41.033763°,–74.300308°
1791,NJ,Salem,+39.573828°,–75.357356°
1792,NJ,Somerset,+40.565522°,–74.619930°
1793,NJ,Sussex,+41.137424°,–74.691855°
1794,NJ,Union,+40.659871°,–74.308696°
1795,NJ,Warren,+40.853524°,–75.009542°
1796,NM,Bernalillo,+35.054002°,–106.669065°
1797,NM,Catron,+33.901814°,–108.392097°
1798,NM,Chaves,+33.361605°,–104.469837°
1799,NM,Cibola,+34.932050°,–108.000255°
1800,NM,Colfax,+36.612963°,–104.640126°
1801,NM,Curry,+34.572984°,–103.346055°
1802,NM,De Baca,+34.351429°,–104.401527°
1803,NM,Dona Ana,+32.350912°,–106.832182°
1804,NM,Eddy,+32.457858°,–104.306471°
1805,NM,Grant,+32.732087°,–108.381504°
1806,NM,Guadalupe,+34.869782°,–104.784968°
1807,NM,Harding,+35.863152°,–103.829931°
1808,NM,Hidalgo,+31.899658°,–108.745729°
1809,NM,Lea,+32.795687°,–103.413271°
1810,NM,Lincoln,+33.740941°,–105.449083°
1811,NM,Los Alamos,+35.870047°,–106.307968°
1812,NM,Luna,+32.184482°,–107.746639°
1813,NM,McKinley,+35.573732°,–108.255307°
1814,NM,Mora,+35.982841°,–104.921898°
1815,NM,Otero,+32.588776°,–105.781079°
1816,NM,Quay,+35.107018°,–103.548071°
1817,NM,Rio Arriba,+36.509669°,–106.693983°
1818,NM,Roosevelt,+34.021457°,–103.482725°
1819,NM,Sandoval,+35.685073°,–106.882618°
1820,NM,San Juan,+36.511625°,–108.324578°
1821,NM,San Miguel,+35.476876°,–104.803515°
1822,NM,Santa Fe,+35.513722°,–105.966441°
1823,NM,Sierra,+33.119479°,–107.188161°
1824,NM,Socorro,+33.991614°,–106.939003°
1825,NM,Taos,+36.576529°,–105.637987°
1826,NM,Torrance,+34.634644°,–105.846836°
1827,NM,Union,+36.488085°,–103.475723°
1828,NM,Valencia,+34.716840°,–106.806582°
1829,NY,Albany,+42.588271°,–73.974014°
1830,NY,Allegany,+42.247894°,–78.026176°
1831,NY,Bronx [10],+40.848711°,–73.852939°
1832,NY,Broome,+42.161977°,–75.830291°
1833,NY,Cattaraugus,+42.244853°,–78.681006°
1834,NY,Cayuga,+43.008546°,–76.574587°
1835,NY,Chautauqua,+42.304216°,–79.407595°
1836,NY,Chemung,+42.155281°,–76.747179°
1837,NY,Chenango,+42.489732°,–75.604905°
1838,NY,Clinton,+44.752710°,–73.705648°
1839,NY,Columbia,+42.247729°,–73.626805°
1840,NY,Cortland,+42.593824°,–76.076265°
1841,NY,Delaware,+42.193987°,–74.966728°
1842,NY,Dutchess,+41.755009°,–73.739951°
1843,NY,Erie,+42.752759°,–78.778192°
1844,NY,Essex,+44.108971°,–73.777573°
1845,NY,Franklin,+44.594374°,–74.310670°
1846,NY,Fulton,+43.115609°,–74.423678°
1847,NY,Genesee,+43.000910°,–78.192778°
1848,NY,Greene,+42.286951°,–74.149495°
1849,NY,Hamilton,+43.657879°,–74.502456°
1850,NY,Herkimer,+43.461635°,–74.894694°
1851,NY,Jefferson,+43.995371°,–76.053522°
1852,NY,Kings [10],+40.635133°,–73.950777°
1853,NY,Lewis,+43.786397°,–75.442617°
1854,NY,Livingston,+42.727485°,–77.769780°
1855,NY,Madison,+42.910026°,–75.663575°
1856,NY,Monroe,+43.464475°,–77.664656°
1857,NY,Montgomery,+42.900891°,–74.435358°
1858,NY,Nassau,+40.729687°,–73.589384°
1859,NY,New York [10],+40.776557°,–73.970174°
1860,NY,Niagara,+43.456731°,–78.792143°
1861,NY,Oneida,+43.242727°,–75.434282°
1862,NY,Onondaga,+43.006530°,–76.196117°
1863,NY,Ontario,+42.856695°,–77.303277°
1864,NY,Orange,+41.402410°,–74.306252°
1865,NY,Orleans,+43.502287°,–78.229726°
1866,NY,Oswego,+43.461443°,–76.209258°
1867,NY,Otsego,+42.629776°,–75.028841°
1868,NY,Putnam,+41.427904°,–73.743882°
1869,NY,Queens [10],+40.658557°,–73.837929°
1870,NY,Rensselaer,+42.710421°,–73.513845°
1871,NY,Richmond [10],+40.563855°,–74.137063°
1872,NY,Rockland,+41.154785°,–74.024772°
1873,NY,St. Lawrence,+44.488113°,–75.074311°
1874,NY,Saratoga,+43.106135°,–73.855387°
1875,NY,Schenectady,+42.817542°,–74.043583°
1876,NY,Schoharie,+42.591294°,–74.438172°
1877,NY,Schuyler,+42.419776°,–76.938604°
1878,NY,Seneca,+42.782294°,–76.827088°
1879,NY,Steuben,+42.266725°,–77.385525°
1880,NY,Suffolk,+40.943554°,–72.692218°
1881,NY,Sullivan,+41.720176°,–74.764680°
1882,NY,Tioga,+42.178057°,–76.297450°
1883,NY,Tompkins,+42.453281°,–76.473712°
1884,NY,Ulster,+41.947232°,–74.265447°
1885,NY,Warren,+43.555105°,–73.838139°
1886,NY,Washington,+43.312377°,–73.439428°
1887,NY,Wayne,+43.458758°,–77.063164°
1888,NY,Westchester,+41.152770°,–73.745912°
1889,NY,Wyoming,+42.701363°,–78.228567°
1890,NY,Yates,+42.638237°,–77.104324°
1891,NC,Alamance,+36.041974°,–79.399935°
1892,NC,Alexander,+35.920951°,–81.177467°
1893,NC,Alleghany,+36.489356°,–81.132299°
1894,NC,Anson,+34.974996°,–80.109959°
1895,NC,Ashe,+36.436305°,–81.498770°
1896,NC,Avery,+36.072894°,–81.920363°
1897,NC,Beaufort,+35.482313°,–76.842014°
1898,NC,Bertie,+36.061330°,–76.962367°
1899,NC,Bladen,+34.591949°,–78.539513°
1900,NC,Brunswick,+34.038708°,–78.227688°
1901,NC,Buncombe,+35.609371°,–82.530426°
1902,NC,Burke,+35.746182°,–81.706180°
1903,NC,Cabarrus,+35.387845°,–80.552868°
1904,NC,Caldwell,+35.957857°,–81.530076°
1905,NC,Camden,+36.342344°,–76.162488°
1906,NC,Carteret,+34.858313°,–76.526967°
1907,NC,Caswell,+36.393097°,–79.332546°
1908,NC,Catawba,+35.663182°,–81.214151°
1909,NC,Chatham,+35.704994°,–79.251454°
1910,NC,Cherokee,+35.136233°,–84.061308°
1911,NC,Chowan,+36.127288°,–76.602070°
1912,NC,Clay,+35.052997°,–83.752264°
1913,NC,Cleveland,+35.334630°,–81.557115°
1914,NC,Columbus,+34.260471°,–78.636378°
1915,NC,Craven,+35.118179°,–77.082541°
1916,NC,Cumberland,+35.050192°,–78.828719°
1917,NC,Currituck,+36.372174°,–75.941224°
1918,NC,Dare,+35.606269°,–75.767536°
1919,NC,Davidson,+35.795123°,–80.206525°
1920,NC,Davie,+35.929356°,–80.542542°
1921,NC,Duplin,+34.934403°,–77.933543°
1922,NC,Durham,+36.036589°,–78.877919°
1923,NC,Edgecombe,+35.917055°,–77.602655°
1924,NC,Forsyth,+36.131667°,–80.257289°
1925,NC,Franklin,+36.088241°,–78.283090°
1926,NC,Gaston,+35.293344°,–81.177256°
1927,NC,Gates,+36.442135°,–76.702355°
1928,NC,Graham,+35.348111°,–83.830909°
1929,NC,Granville,+36.299884°,–78.657634°
1930,NC,Greene,+35.481933°,–77.681667°
1931,NC,Guilford,+36.079065°,–79.788665°
1932,NC,Halifax,+36.251438°,–77.644842°
1933,NC,Harnett,+35.368635°,–78.871610°
1934,NC,Haywood,+35.557097°,–82.972807°
1935,NC,Henderson,+35.336424°,–82.479634°
1936,NC,Hertford,+36.363517°,–76.981616°
1937,NC,Hoke,+35.017233°,–79.241964°
1938,NC,Hyde,+35.408157°,–76.153687°
1939,NC,Iredell,+35.806356°,–80.874545°
1940,NC,Jackson,+35.286463°,–83.130641°
1941,NC,Johnston,+35.513405°,–78.367267°
1942,NC,Jones,+35.032160°,–77.356443°
1943,NC,Lee,+35.476075°,–79.172220°
1944,NC,Lenoir,+35.238062°,–77.639023°
1945,NC,Lincoln,+35.487825°,–81.225176°
1946,NC,McDowell,+35.682232°,–82.048029°
1947,NC,Macon,+35.152959°,–83.421901°
1948,NC,Madison,+35.864080°,–82.712731°
1949,NC,Martin,+35.841059°,–77.112867°
1950,NC,Mecklenburg,+35.246862°,–80.833832°
1951,NC,Mitchell,+36.013102°,–82.163554°
1952,NC,Montgomery,+35.338071°,–79.904196°
1953,NC,Moore,+35.310163°,–79.480664°
1954,NC,Nash,+35.965945°,–77.987555°
1955,NC,New Hanover,+34.177466°,–77.871378°
1956,NC,Northampton,+36.421774°,–77.398352°
1957,NC,Onslow,+34.763460°,–77.503297°
1958,NC,Orange,+36.062499°,–79.119355°
1959,NC,Pamlico,+35.147462°,–76.665069°
1960,NC,Pasquotank,+36.265276°,–76.260355°
1961,NC,Pender,+34.512581°,–77.888029°
1962,NC,Perquimans,+36.178261°,–76.404269°
1963,NC,Person,+36.386387°,–78.965471°
1964,NC,Pitt,+35.591065°,–77.372404°
1965,NC,Polk,+35.278928°,–82.167667°
1966,NC,Randolph,+35.709915°,–79.806215°
1967,NC,Richmond,+35.001957°,–79.747809°
1968,NC,Robeson,+34.639210°,–79.100881°
1969,NC,Rockingham,+36.380927°,–79.782889°
1970,NC,Rowan,+35.639218°,–80.525344°
1971,NC,Rutherford,+35.402747°,–81.919583°
1972,NC,Sampson,+34.990575°,–78.371382°
1973,NC,Scotland,+34.840023°,–79.477337°
1974,NC,Stanly,+35.310523°,–80.254355°
1975,NC,Stokes,+36.404195°,–80.239271°
1976,NC,Surry,+36.415416°,–80.686463°
1977,NC,Swain,+35.568849°,–83.465614°
1978,NC,Transylvania,+35.210095°,–82.816696°
1979,NC,Tyrrell,+35.870420°,–76.165345°
1980,NC,Union,+34.991501°,–80.530131°
1981,NC,Vance,+36.365481°,–78.405434°
1982,NC,Wake,+35.789846°,–78.650624°
1983,NC,Warren,+36.397979°,–78.099924°
1984,NC,Washington,+35.844589°,–76.572334°
1985,NC,Watauga,+36.235371°,–81.709919°
1986,NC,Wayne,+35.362741°,–78.004826°
1987,NC,Wilkes,+36.209303°,–81.165354°
1988,NC,Wilson,+35.704125°,–77.918982°
1989,NC,Yadkin,+36.158765°,–80.665164°
1990,NC,Yancey,+35.889504°,–82.303980°
1991,ND,Adams,+46.096815°,–102.533198°
1992,ND,Barnes,+46.942550°,–98.070195°
1993,ND,Benson,+48.071738°,–99.361987°
1994,ND,Billings,+47.009283°,–103.364924°
1995,ND,Bottineau,+48.794412°,–100.831257°
1996,ND,Bowman,+46.107807°,–103.506586°
1997,ND,Burke,+48.786453°,–102.520087°
1998,ND,Burleigh,+46.971843°,–100.462001°
1999,ND,Cass,+46.927003°,–97.252375°
2000,ND,Cavalier,+48.768439°,–98.463790°
2001,ND,Dickey,+46.107756°,–98.496518°
2002,ND,Divide,+48.818142°,–103.497653°
2003,ND,Dunn,+47.354610°,–102.612365°
2004,ND,Eddy,+47.723436°,–98.900475°
2005,ND,Emmons,+46.284255°,–100.237842°
2006,ND,Foster,+47.464327°,–98.872817°
2007,ND,Golden Valley,+46.938924°,–103.844612°
2008,ND,Grand Forks,+47.926003°,–97.450851°
2009,ND,Grant,+46.357827°,–101.639049°
2010,ND,Griggs,+47.463463°,–98.232444°
2011,ND,Hettinger,+46.434939°,–102.458385°
2012,ND,Kidder,+46.935385°,–99.742727°
2013,ND,LaMoure,+46.464195°,–98.526057°
2014,ND,Logan,+46.469278°,–99.504585°
2015,ND,McHenry,+48.233842°,–100.633267°
2016,ND,McIntosh,+46.117034°,–99.443041°
2017,ND,McKenzie,+47.742475°,–103.403215°
2018,ND,McLean,+47.653055°,–101.421794°
2019,ND,Mercer,+47.303279°,–101.820765°
2020,ND,Morton,+46.713789°,–101.279743°
2021,ND,Mountrail,+48.210291°,–102.364756°
2022,ND,Nelson,+47.918667°,–98.204428°
2023,ND,Oliver,+47.118079°,–101.331420°
2024,ND,Pembina,+48.766896°,–97.545405°
2025,ND,Pierce,+48.238883°,–99.966497°
2026,ND,Ramsey,+48.265551°,–98.737329°
2027,ND,Ransom,+46.449276°,–97.647554°
2028,ND,Renville,+48.712782°,–101.658152°
2029,ND,Richland,+46.265219°,–96.937960°
2030,ND,Rolette,+48.768272°,–99.840463°
2031,ND,Sargent,+46.108206°,–97.630030°
2032,ND,Sheridan,+47.581373°,–100.341499°
2033,ND,Sioux,+46.109282°,–101.047525°
2034,ND,Slope,+46.445834°,–103.462462°
2035,ND,Stark,+46.817031°,–102.662026°
2036,ND,Steele,+47.458288°,–97.718895°
2037,ND,Stutsman,+46.971103°,–98.957592°
2038,ND,Towner,+48.682183°,–99.248158°
2039,ND,Traill,+47.446215°,–97.164754°
2040,ND,Walsh,+48.376979°,–97.722230°
2041,ND,Ward,+48.216686°,–101.540537°
2042,ND,Wells,+47.580851°,–99.671502°
2043,ND,Williams,+48.345867°,–103.487400°
2044,OH,Adams,+38.841681°,–83.474173°
2045,OH,Allen,+40.771528°,–84.106546°
2046,OH,Ashland,+40.843274°,–82.270121°
2047,OH,Ashtabula,+41.906644°,–80.745641°
2048,OH,Athens,+39.333848°,–82.046008°
2049,OH,Auglaize,+40.561309°,–84.224018°
2050,OH,Belmont,+40.017682°,–80.967727°
2051,OH,Brown,+38.931377°,–83.866772°
2052,OH,Butler,+39.439915°,–84.565397°
2053,OH,Carroll,+40.579884°,–81.090787°
2054,OH,Champaign,+40.132759°,–83.767543°
2055,OH,Clark,+39.917032°,–83.783676°
2056,OH,Clermont,+39.052084°,–84.149614°
2057,OH,Clinton,+39.414041°,–83.814542°
2058,OH,Columbiana,+40.768462°,–80.777231°
2059,OH,Coshocton,+40.296720°,–81.930112°
2060,OH,Crawford,+40.848508°,–82.924771°
2061,OH,Cuyahoga,+41.760392°,–81.724217°
2062,OH,Darke,+40.132176°,–84.620438°
2063,OH,Defiance,+41.321679°,–84.486433°
2064,OH,Delaware,+40.278941°,–83.007462°
2065,OH,Erie,+41.554006°,–82.525897°
2066,OH,Fairfield,+39.752935°,–82.628276°
2067,OH,Fayette,+39.553845°,–83.459327°
2068,OH,Franklin,+39.969447°,–83.008258°
2069,OH,Fulton,+41.597264°,–84.124267°
2070,OH,Gallia,+38.817046°,–82.301746°
2071,OH,Geauga,+41.499322°,–81.173505°
2072,OH,Greene,+39.687479°,–83.894894°
2073,OH,Guernsey,+40.056665°,–81.497875°
2074,OH,Hamilton,+39.196927°,–84.544187°
2075,OH,Hancock,+41.000471°,–83.666034°
2076,OH,Hardin,+40.660415°,–83.664077°
2077,OH,Harrison,+40.292318°,–81.091565°
2078,OH,Henry,+41.335072°,–84.065882°
2079,OH,Highland,+39.184488°,–83.603668°
2080,OH,Hocking,+39.490343°,–82.483445°
2081,OH,Holmes,+40.565309°,–81.929869°
2082,OH,Huron,+41.145080°,–82.594641°
2083,OH,Jackson,+39.013477°,–82.614142°
2084,OH,Jefferson,+40.399188°,–80.761410°
2085,OH,Knox,+40.403620°,–82.422393°
2086,OH,Lake,+41.924116°,–81.392643°
2087,OH,Lawrence,+38.603866°,–82.517186°
2088,OH,Licking,+40.093609°,–82.481251°
2089,OH,Logan,+40.387553°,–83.766343°
2090,OH,Lorain,+41.438805°,–82.179722°
2091,OH,Lucas,+41.682321°,–83.468867°
2092,OH,Madison,+39.896607°,–83.400885°
2093,OH,Mahoning,+41.010880°,–80.770396°
2094,OH,Marion,+40.588208°,–83.172927°
2095,OH,Medina,+41.116051°,–81.899566°
2096,OH,Meigs,+39.089807°,–82.028397°
2097,OH,Mercer,+40.535333°,–84.632059°
2098,OH,Miami,+40.053326°,–84.228414°
2099,OH,Monroe,+39.725969°,–81.090658°
2100,OH,Montgomery,+39.755218°,–84.290546°
2101,OH,Morgan,+39.624946°,–81.861699°
2102,OH,Morrow,+40.525266°,–82.797729°
2103,OH,Muskingum,+39.966046°,–81.943506°
2104,OH,Noble,+39.767232°,–81.452604°
2105,OH,Ottawa,+41.544467°,–83.009253°
2106,OH,Paulding,+41.119141°,–84.576967°
2107,OH,Perry,+39.743187°,–82.237953°
2108,OH,Pickaway,+39.648947°,–83.052827°
2109,OH,Pike,+39.071365°,–83.052921°
2110,OH,Portage,+41.168640°,–81.196932°
2111,OH,Preble,+39.737906°,–84.645358°
2112,OH,Putnam,+41.024533°,–84.129879°
2113,OH,Richland,+40.774167°,–82.542715°
2114,OH,Ross,+39.323763°,–83.059585°
2115,OH,Sandusky,+41.355291°,–83.142735°
2116,OH,Scioto,+38.815019°,–82.999028°
2117,OH,Seneca,+41.120008°,–83.127436°
2118,OH,Shelby,+40.336680°,–84.204143°
2119,OH,Stark,+40.814131°,–81.365667°
2120,OH,Summit,+41.121851°,–81.534936°
2121,OH,Trumbull,+41.308936°,–80.767656°
2122,OH,Tuscarawas,+40.447441°,–81.471157°
2123,OH,Union,+40.295901°,–83.367042°
2124,OH,Van Wert,+40.855520°,–84.585775°
2125,OH,Vinton,+39.252014°,–82.485961°
2126,OH,Warren,+39.425652°,–84.169906°
2127,OH,Washington,+39.450684°,–81.490653°
2128,OH,Wayne,+40.829661°,–81.887194°
2129,OH,Williams,+41.564958°,–84.584323°
2130,OH,Wood,+41.360183°,–83.622682°
2131,OH,Wyandot,+40.840122°,–83.313172°
2132,OK,Adair,+35.897500°,–94.651671°
2133,OK,Alfalfa,+36.729703°,–98.323445°
2134,OK,Atoka,+34.374813°,–96.034705°
2135,OK,Beaver,+36.748334°,–100.483056°
2136,OK,Beckham,+35.273945°,–99.671638°
2137,OK,Blaine,+35.877782°,–98.428934°
2138,OK,Bryan,+33.964004°,–96.264137°
2139,OK,Caddo,+35.167920°,–98.381045°
2140,OK,Canadian,+35.543416°,–97.979836°
2141,OK,Carter,+34.251848°,–97.287927°
2142,OK,Cherokee,+35.904367°,–94.996796°
2143,OK,Choctaw,+34.027645°,–95.554208°
2144,OK,Cimarron,+36.755276°,–102.508735°
2145,OK,Cleveland,+35.203117°,–97.328332°
2146,OK,Coal,+34.582861°,–96.288039°
2147,OK,Comanche,+34.662628°,–98.476597°
2148,OK,Cotton,+34.290676°,–98.373438°
2149,OK,Craig,+36.763890°,–95.201553°
2150,OK,Creek,+35.907732°,–96.379793°
2151,OK,Custer,+35.645601°,–98.997386°
2152,OK,Delaware,+36.393369°,–94.808206°
2153,OK,Dewey,+35.978433°,–99.014094°
2154,OK,Ellis,+36.224258°,–99.750139°
2155,OK,Garfield,+36.378273°,–97.787729°
2156,OK,Garvin,+34.709350°,–97.312723°
2157,OK,Grady,+35.021058°,–97.886890°
2158,OK,Grant,+36.788254°,–97.788151°
2159,OK,Greer,+34.935263°,–99.552968°
2160,OK,Harmon,+34.745971°,–99.844194°
2161,OK,Harper,+36.800456°,–99.662842°
2162,OK,Haskell,+35.232294°,–95.109578°
2163,OK,Hughes,+35.052934°,–96.251183°
2164,OK,Jackson,+34.593949°,–99.412210°
2165,OK,Jefferson,+34.105092°,–97.838814°
2166,OK,Johnston,+34.313455°,–96.654255°
2167,OK,Kay,+36.814842°,–97.143755°
2168,OK,Kingfisher,+35.949431°,–97.934568°
2169,OK,Kiowa,+34.921489°,–98.981617°
2170,OK,Latimer,+34.875137°,–95.272263°
2171,OK,Le Flore,+34.899642°,–94.703491°
2172,OK,Lincoln,+35.703118°,–96.881392°
2173,OK,Logan,+35.914151°,–97.450764°
2174,OK,Love,+33.957775°,–97.245124°
2175,OK,McClain,+35.016414°,–97.449811°
2176,OK,McCurtain,+34.117073°,–94.766086°
2177,OK,McIntosh,+35.369092°,–95.671764°
2178,OK,Major,+36.313119°,–98.542015°
2179,OK,Marshall,+34.027007°,–96.770533°
2180,OK,Mayes,+36.303804°,–95.235638°
2181,OK,Murray,+34.485766°,–97.071557°
2182,OK,Muskogee,+35.617551°,–95.383911°
2183,OK,Noble,+36.384901°,–97.236335°
2184,OK,Nowata,+36.789615°,–95.613312°
2185,OK,Okfuskee,+35.466804°,–96.327762°
2186,OK,Oklahoma,+35.554611°,–97.409401°
2187,OK,Okmulgee,+35.646879°,–95.964580°
2188,OK,Osage,+36.624680°,–96.408385°
2189,OK,Ottawa,+36.835764°,–94.802681°
2190,OK,Pawnee,+36.313704°,–96.696669°
2191,OK,Payne,+36.079225°,–96.975255°
2192,OK,Pittsburg,+34.925540°,–95.748130°
2193,OK,Pontotoc,+34.721071°,–96.692738°
2194,OK,Pottawatomie,+35.211393°,–96.957007°
2195,OK,Pushmataha,+34.377896°,–95.408085°
2196,OK,Roger Mills,+35.708554°,–99.741572°
2197,OK,Rogers,+36.378082°,–95.601337°
2198,OK,Seminole,+35.158366°,–96.602858°
2199,OK,Sequoyah,+35.502435°,–94.750757°
2200,OK,Stephens,+34.481361°,–97.855607°
2201,OK,Texas,+36.741964°,–101.488434°
2202,OK,Tillman,+34.371085°,–98.931701°
2203,OK,Tulsa,+36.120121°,–95.941731°
2204,OK,Wagoner,+35.963479°,–95.514100°
2205,OK,Washington,+36.704380°,–95.906155°
2206,OK,Washita,+35.290177°,–98.991962°
2207,OK,Woods,+36.765141°,–98.868967°
2208,OK,Woodward,+36.425619°,–99.273661°
2209,OR,Baker,+44.703427°,–117.691933°
2210,OR,Benton,+44.490623°,–123.426317°
2211,OR,Clackamas,+45.160493°,–122.195127°
2212,OR,Clatsop,+46.024509°,–123.705014°
2213,OR,Columbia,+45.941932°,–123.081079°
2214,OR,Coos,+43.184193°,–124.092557°
2215,OR,Crook,+44.163054°,–120.371585°
2216,OR,Curry,+42.466671°,–124.211407°
2217,OR,Deschutes,+43.915118°,–121.225575°
2218,OR,Douglas,+43.285904°,–123.154380°
2219,OR,Gilliam,+45.381666°,–120.211851°
2220,OR,Grant,+44.496326°,–119.014057°
2221,OR,Harney,+43.064355°,–118.985949°
2222,OR,Hood River,+45.511775°,–121.655976°
2223,OR,Jackson,+42.411782°,–122.675797°
2224,OR,Jefferson,+44.643790°,–121.183021°
2225,OR,Josephine,+42.385382°,–123.597245°
2226,OR,Klamath,+42.683761°,–121.646168°
2227,OR,Lake,+42.788401°,–120.389790°
2228,OR,Lane,+43.928276°,–122.897678°
2229,OR,Lincoln,+44.641076°,–123.911183°
2230,OR,Linn,+44.494824°,–122.543756°
2231,OR,Malheur,+43.187700°,–117.603976°
2232,OR,Marion,+44.900898°,–122.576260°
2233,OR,Morrow,+45.425496°,–119.602311°
2234,OR,Multnomah,+45.547693°,–122.417173°
2235,OR,Polk,+44.904395°,–123.397329°
2236,OR,Sherman,+45.399216°,–120.678512°
2237,OR,Tillamook,+45.455743°,–123.759327°
2238,OR,Umatilla,+45.591200°,–118.733880°
2239,OR,Union,+45.304047°,–117.999136°
2240,OR,Wallowa,+45.593753°,–117.185580°
2241,OR,Wasco,+45.164536°,–121.165069°
2242,OR,Washington,+45.553542°,–123.097615°
2243,OR,Wheeler,+44.736411°,–120.026875°
2244,OR,Yamhill,+45.248138°,–123.316117°
2245,PA,Adams,+39.869471°,–77.217730°
2246,PA,Allegheny,+40.468920°,–79.980920°
2247,PA,Armstrong,+40.812379°,–79.464128°
2248,PA,Beaver,+40.684140°,–80.350721°
2249,PA,Bedford,+39.997115°,–78.489980°
2250,PA,Berks,+40.413957°,–75.926860°
2251,PA,Blair,+40.497926°,–78.310640°
2252,PA,Bradford,+41.791495°,–76.502124°
2253,PA,Bucks,+40.336887°,–75.107060°
2254,PA,Butler,+40.913834°,–79.918960°
2255,PA,Cambria,+40.494127°,–78.715284°
2256,PA,Cameron,+41.438289°,–78.198315°
2257,PA,Carbon,+40.917833°,–75.709428°
2258,PA,Centre,+40.909160°,–77.847830°
2259,PA,Chester,+39.973965°,–75.749732°
2260,PA,Clarion,+41.198239°,–79.420404°
